price,price_per_sqft,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price_band
1580000.0,345.73304157549234,4.0,2.5,4570,74487,2.0,0,4,5,4570,0,1948,1985,1249 NW Elford Dr,Seattle,WA 98177,USA,"$1,500,000–$2,000,000"
1220000.0,346.59090909090907,4.0,3.75,3520,3944,1.5,0,0,5,2200,1320,1913,0,2551 5th Ave N,Seattle,WA 98109,USA,"$1,184,050–$1,500,000"
1700000.0,604.982206405694,3.0,2.75,2810,18731,2.0,1,4,4,2810,0,1974,0,2860 West Lake Sammamish Pkwy NE,Redmond,WA 98052,USA,"$1,500,000–$2,000,000"
1215000.0,318.0628272251309,4.0,3.75,3820,53574,1.0,0,0,3,3820,0,1994,0,14511 164th Ave NE,Woodinville,WA 98072,USA,"$1,184,050–$1,500,000"
2466350.0,385.97026604068856,5.0,4.75,6390,13180,2.0,0,0,3,4560,1830,1940,1996,1239 Parkside Dr E,Seattle,WA 98112,USA,"$2,000,000–$3,000,000"
1295648.0,269.3654885654886,0.0,0.0,4810,28008,2.0,0,0,3,4810,0,1990,2009,20418 NE 64th Pl,Redmond,WA 98053,USA,"$1,184,050–$1,500,000"
1250000.0,388.19875776397515,4.0,2.5,3220,15600,1.0,0,0,5,1680,1540,1973,0,13 Cascade Key,Bellevue,WA 98006,USA,"$1,184,050–$1,500,000"
1200000.0,300.7518796992481,4.0,1.75,3990,13470,2.0,0,0,3,3990,0,2006,0,15527 SE 79th Pl,Newcastle,WA 98059,USA,"$1,184,050–$1,500,000"
2300000.0,541.1764705882352,4.0,3.25,4250,8570,2.0,0,0,3,4250,0,2004,2003,511 98th Ave NE,Bellevue,WA 98004,USA,"$2,000,000–$3,000,000"
1229000.0,325.9946949602122,4.0,3.5,3770,37034,2.0,0,0,3,2830,940,1989,0,14203 NE 40th Pl,Bellevue,WA 98007,USA,"$1,184,050–$1,500,000"
1355000.0,505.5970149253731,3.0,1.5,2680,4775,2.0,0,2,5,1880,800,1913,0,1602 5th Ave N,Seattle,WA 98109,USA,"$1,184,050–$1,500,000"
1700000.0,290.5982905982906,5.0,3.5,5850,22885,2.0,0,2,4,4670,1180,1978,2000,9625-9701 SE 5th St,Bellevue,WA 98004,USA,"$1,500,000–$2,000,000"
1330000.0,685.5670103092783,3.0,1.5,1940,2885,1.5,0,2,3,1940,0,1900,2005,1228 9th Ave W,Seattle,WA 98119,USA,"$1,184,050–$1,500,000"
1280000.0,274.6781115879828,4.0,3.5,4660,17398,2.0,0,2,3,4660,0,2003,0,17069 SE 65th Pl,Bellevue,WA 98006,USA,"$1,184,050–$1,500,000"
1250000.0,332.4468085106383,3.0,3.0,3760,8500,2.5,0,3,4,3060,700,1910,0,5118 SW Waite St,Seattle,WA 98116,USA,"$1,184,050–$1,500,000"
1340000.0,420.0626959247649,4.0,3.5,3190,5040,2.0,0,3,3,2160,1030,2003,0,1120 33rd Ave S,Seattle,WA 98144,USA,"$1,184,050–$1,500,000"
1388000.0,343.56435643564356,4.0,3.0,4040,20001,1.0,0,0,3,2020,2020,1972,2001,3418 96th Ave NE,Clyde Hill,WA 98004,USA,"$1,184,050–$1,500,000"
1990000.0,444.19642857142856,5.0,3.0,4480,5000,2.5,0,0,5,3420,1060,1902,0,923 14th Ave E,Seattle,WA 98112,USA,"$1,500,000–$2,000,000"
1387800.0,559.5967741935484,3.0,3.0,2480,5500,2.0,0,3,3,1730,750,1950,2005,2855 36th Ave W,Seattle,WA 98199,USA,"$1,184,050–$1,500,000"
1410000.0,433.84615384615387,4.0,2.25,3250,16684,2.0,0,0,3,3250,0,1979,2014,2520 Medina Cir,Medina,WA 98039,USA,"$1,184,050–$1,500,000"
1619999.0,415.384358974359,4.0,3.0,3900,9750,1.0,0,4,5,2520,1380,1972,0,4720 Somerset Ave SE,Bellevue,WA 98006,USA,"$1,500,000–$2,000,000"
1820000.0,274.09638554216866,4.0,4.5,6640,53330,2.0,0,0,3,6640,0,1993,0,21909 NE 141st St,Woodinville,WA 98077,USA,"$1,500,000–$2,000,000"
1195000.0,327.3972602739726,5.0,2.75,3650,13297,2.0,0,0,5,2750,900,1969,0,5912 83rd Pl SE,Mercer Island,WA 98040,USA,"$1,184,050–$1,500,000"
1600000.0,567.3758865248227,3.0,4.25,2820,7200,2.0,0,0,4,2460,360,1930,0,3221 E Morley Way,Seattle,WA 98112,USA,"$1,500,000–$2,000,000"
1200000.0,566.0377358490566,4.0,2.0,2120,3360,2.0,0,0,3,2120,0,1905,2010,420 17th Ave E,Seattle,WA 98112,USA,"$1,184,050–$1,500,000"
1230000.0,559.0909090909091,3.0,1.75,2200,14630,1.5,0,1,3,2200,0,1948,2003,9329 SE Shoreland Dr,Bellevue,WA 98004,USA,"$1,184,050–$1,500,000"
1925000.0,398.5507246376812,5.0,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,2653 Cascadia Ave S,Seattle,WA 98144,USA,"$1,500,000–$2,000,000"
1730000.0,346.0,5.0,3.5,5000,26540,2.0,0,3,3,3410,1590,2008,0,4419 Ferncroft Rd,Mercer Island,WA 98040,USA,"$1,500,000–$2,000,000"
1309500.0,488.6194029850746,4.0,2.5,2680,12215,1.0,1,4,3,1590,1090,1956,2001,18051 Normandy Terrace SW,Normandy Park,WA 98166,USA,"$1,184,050–$1,500,000"
1510000.0,343.9635535307517,5.0,3.25,4390,11250,2.0,0,0,3,4390,0,2007,0,8442 SE 36th St,Mercer Island,WA 98040,USA,"$1,500,000–$2,000,000"
2065000.0,474.71264367816093,4.0,3.75,4350,7965,2.0,0,0,3,4350,0,2013,1923,2000-2098 102nd Ave NE,Bellevue,WA 98004,USA,"$2,000,000–$3,000,000"
1198000.0,352.3529411764706,4.0,3.5,3400,3850,2.5,0,0,3,2790,610,2008,0,2303 E Valley St,Seattle,WA 98112,USA,"$1,184,050–$1,500,000"
1297000.0,493.15589353612165,6.0,2.75,2630,9420,2.0,0,0,5,2510,120,1900,0,5529 Wallingford Ave N,Seattle,WA 98103,USA,"$1,184,050–$1,500,000"
3800000.0,539.0070921985815,5.0,5.5,7050,42840,1.0,0,2,4,4320,2730,1978,2000,1365 91st Ave NE,Clyde Hill,WA 98004,USA,"$3,000,000–$5,000,000"
1695000.0,449.60212201591514,4.0,2.75,3770,10900,2.0,0,2,5,3070,700,1924,1956,3333 S Plum St,Seattle,WA 98144,USA,"$1,500,000–$2,000,000"
1640000.0,522.2929936305733,3.0,3.25,3140,5445,2.0,0,3,4,2240,900,1913,0,471 Wheeler St,Seattle,WA 98109,USA,"$1,500,000–$2,000,000"
2300000.0,579.3450881612091,4.0,4.75,3970,9778,2.0,0,2,4,3390,580,1928,0,1323 Willard Ave W,Seattle,WA 98119,USA,"$2,000,000–$3,000,000"
1565000.0,526.9360269360269,4.0,2.75,2970,12750,1.5,0,1,4,2130,840,1918,1986,9563 NE 1st St,Bellevue,WA 98004,USA,"$1,500,000–$2,000,000"
2367000.0,670.5382436260624,3.0,2.25,3530,17450,1.0,1,3,3,1840,1690,1930,1993,7436 E Mercer Way,Mercer Island,WA 98040,USA,"$2,000,000–$3,000,000"
1356925.0,317.78103044496487,4.0,3.5,4270,5800,2.0,0,3,5,3170,1100,1937,0,3017 42nd Ave W,Seattle,WA 98199,USA,"$1,184,050–$1,500,000"
1300000.0,498.08429118773944,4.0,1.75,2610,21600,1.0,0,0,4,2610,0,1966,0,1509 85th Ave NE,Clyde Hill,WA 98004,USA,"$1,184,050–$1,500,000"
2271150.0,562.1658415841584,4.0,3.25,4040,18916,1.0,0,0,4,4040,0,1954,1979,7623 Overlake Dr W,Medina,WA 98039,USA,"$2,000,000–$3,000,000"
2147500.0,460.83690987124464,3.0,3.5,4660,5500,2.0,0,4,5,3040,1620,1909,1988,2826 10th Ave E,Seattle,WA 98102,USA,"$2,000,000–$3,000,000"
1411600.0,443.8993710691824,2.0,2.5,3180,9400,2.0,0,4,5,2610,570,1985,0,4631 Somerset Ave SE,Bellevue,WA 98006,USA,"$1,184,050–$1,500,000"
1195000.0,349.41520467836256,5.0,3.0,3420,18129,2.0,0,0,3,2540,880,1952,2005,7657-7801 E Mercer Way,Mercer Island,WA 98040,USA,"$1,184,050–$1,500,000"
1875000.0,477.09923664122135,4.0,3.25,3930,10929,2.0,0,0,3,3930,0,2006,0,10924 NE 18th Pl,Bellevue,WA 98004,USA,"$1,500,000–$2,000,000"
1755000.0,743.6440677966102,3.0,2.0,2360,4800,2.0,0,0,3,2360,0,1909,2014,1242 15th Ave E,Seattle,WA 98112,USA,"$1,500,000–$2,000,000"
1625000.0,545.3020134228188,4.0,3.25,2980,3600,2.0,0,0,3,2150,830,1999,0,1820 38th Ave E,Seattle,WA 98112,USA,"$1,500,000–$2,000,000"
2351956.0,469.45229540918166,4.0,4.25,5010,19412,2.0,0,1,3,4000,1010,2014,0,6410 E Mercer Way,Mercer Island,WA 98040,USA,"$2,000,000–$3,000,000"
1200000.0,444.44444444444446,4.0,2.5,2700,4275,2.0,0,0,3,2700,0,2004,2003,124 NE 60th St,Seattle,WA 98115,USA,"$1,184,050–$1,500,000"
1738000.0,595.2054794520548,4.0,2.25,2920,6513,2.0,0,0,4,2260,660,1937,0,1987 Shenandoah Dr E,Seattle,WA 98112,USA,"$1,500,000–$2,000,000"
1280000.0,405.0632911392405,4.0,2.5,3160,4620,1.5,0,4,3,2020,1140,1917,2005,1730 Walnut Ave SW,Seattle,WA 98116,USA,"$1,184,050–$1,500,000"
1275000.0,329.4573643410853,3.0,2.5,3870,46609,2.0,0,3,3,3870,0,1997,0,17002 SE 14th Ln,Bellevue,WA 98008,USA,"$1,184,050–$1,500,000"
1636000.0,526.0450160771704,3.0,2.5,3110,6765,2.0,0,1,4,2550,560,1946,1989,8240 Fairway Dr NE,Seattle,WA 98115,USA,"$1,500,000–$2,000,000"
1450000.0,384.61538461538464,4.0,3.25,3770,4103,2.0,0,0,5,2710,1060,1925,0,410 Wheeler St,Seattle,WA 98109,USA,"$1,184,050–$1,500,000"
1360000.0,250.46040515653775,4.0,3.0,5430,108900,2.0,0,0,4,5430,0,1987,0,22701 NE 57th Ct,Redmond,WA 98053,USA,"$1,184,050–$1,500,000"
1300000.0,550.8474576271186,4.0,2.25,2360,4000,2.0,0,0,3,2360,0,2013,1923,186 34th Ave E,Seattle,WA 98112,USA,"$1,184,050–$1,500,000"
1195000.0,301.7676767676768,4.0,3.5,3960,6654,2.0,0,0,3,2850,1110,2006,0,2905 25th Ave W,Seattle,WA 98199,USA,"$1,184,050–$1,500,000"
2458000.0,378.15384615384613,4.0,5.25,6500,14986,2.0,0,0,3,5180,1320,2001,0,2205 78th Ave NE,Medina,WA 98039,USA,"$2,000,000–$3,000,000"
1205000.0,382.53968253968253,4.0,3.5,3150,5500,2.0,0,0,3,3150,0,2014,0,4908 32nd Ave NE,Seattle,WA 98105,USA,"$1,184,050–$1,500,000"
1675000.0,479.9426934097421,3.0,2.5,3490,8343,2.0,1,4,4,2150,1340,1939,1991,Burke-Gilman Trail,Seattle,WA 98125,USA,"$1,500,000–$2,000,000"
2180000.0,462.84501061571126,6.0,2.75,4710,11000,2.0,0,3,3,3690,1020,1931,0,4530 51st Ave NE,Seattle,WA 98105,USA,"$2,000,000–$3,000,000"
1355000.0,381.6901408450704,4.0,3.5,3550,11000,1.0,0,2,3,2260,1290,1999,0,15317 SE 58th St,Bellevue,WA 98006,USA,"$1,184,050–$1,500,000"
1465000.0,346.3356973995272,6.0,4.5,4230,6420,2.0,0,3,4,2360,1870,1916,0,1206 9th Ave W,Seattle,WA 98119,USA,"$1,184,050–$1,500,000"
1250000.0,428.0821917808219,4.0,2.5,2920,5500,1.0,0,3,3,2030,890,1957,2000,2440 Magnolia Blvd W,Seattle,WA 98199,USA,"$1,184,050–$1,500,000"
1681000.0,348.03312629399585,5.0,5.25,4830,18707,2.0,0,1,5,3930,900,1952,1998,6702 SE 28th St,Mercer Island,WA 98040,USA,"$1,500,000–$2,000,000"
2680000.0,624.7086247086247,5.0,3.0,4290,20445,2.0,0,0,4,4290,0,1985,0,1209 Evergreen Point Rd,Medina,WA 98039,USA,"$2,000,000–$3,000,000"
2321000.0,401.55709342560556,5.0,4.75,5780,17004,2.0,0,0,3,4260,1520,2006,0,9403 SE 33rd St,Mercer Island,WA 98040,USA,"$2,000,000–$3,000,000"
1240000.0,228.3609576427256,5.0,3.5,5430,10327,2.0,0,2,3,4010,1420,2007,0,6151 168th Pl SE,Bellevue,WA 98006,USA,"$1,184,050–$1,500,000"
1550000.0,255.35420098846788,5.0,4.25,6070,171626,2.0,0,0,3,6070,0,1999,0,29433 SE 15th Pl,Fall City,WA 98024,USA,"$1,500,000–$2,000,000"
1234582.0,381.04382716049383,5.0,3.25,3240,6551,1.5,0,4,4,2500,740,1939,1989,6851 51st Ave NE,Seattle,WA 98115,USA,"$1,184,050–$1,500,000"
12899000.0,5889.954337899543,3.0,2.5,2190,11394,1.0,0,0,3,1550,640,1956,2001,5426 40th Ave W,Seattle,WA 98199,USA,"$10,000,000 +"
2110000.0,1004.7619047619048,4.0,1.0,2100,9200,1.0,0,0,3,1050,1050,1959,1989,14070 Military Rd S,Tukwila,WA 98168,USA,"$2,000,000–$3,000,000"
2199900.0,1964.1964285714287,4.0,1.5,1120,5427,1.0,0,0,3,1120,0,1969,2014,19009-19021 SE 266th St,Covington,WA 98042,USA,"$2,000,000–$3,000,000"
26590000.0,22533.898305084746,3.0,2.0,1180,7793,1.0,0,0,4,1180,0,1992,0,12005 SE 219th Ct,Kent,WA 98031,USA,"$10,000,000 +"
2560498.33333,1497.3674463918128,3.0,2.5,1710,1664,2.0,0,0,5,1300,410,2003,0,2826 21st Ave W,Seattle,WA 98199,USA,"$2,000,000–$3,000,000"
1337044.2,312.39350467289717,4.0,3.5,4280,9583,2.0,0,0,3,4280,0,2005,0,1415 108th Ave SE,Bellevue,WA 98004,USA,"$1,184,050–$1,500,000"
1288333.33333,336.3794603994778,6.0,4.5,3830,4800,3.0,0,0,3,3050,780,1919,2004,2425 3rd Ave W,Seattle,WA 98119,USA,"$1,184,050–$1,500,000"
